School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out
School B,Male,14,Rural,5,Together,Secondary,Primary,Business,Technology,Reputation,Other,15,2,0,No,Yes,No,No,Yes,Yes,No,Yes,Excellent,3,4,Very High,Very High,Neutral,1,16,15,16,Yes
School D,Male,17,Rural,7,Apart,None,Secondary,Education,Education,Course,Father,67,1,0,No,Yes,Yes,No,Yes,Yes,Yes,No,Good,3,1,Very High,High,Good,0,18,17,13,Yes
School B,Other,17,Suburban,8,Apart,Primary,Primary,Healthcare,Healthcare,Home,Father,6,10,0,No,Yes,Yes,Yes,No,No,No,Yes,Good,4,5,Low,Medium,Excellent,2,17,10,12,No
School C,Male,17,Urban,8,Together,Primary,Secondary,Healthcare,Technology,Course,Mother,5,1,1,Yes,No,No,Yes,No,No,No,Yes,Bad,2,3,High,Very High,Bad,0,10,8,15,No
School D,Other,13,Urban,,Together,Secondary,None,Unemployed,Service,Course,Father,2,1,1,No,No,No,No,No,No,Yes,No,Good,1,3,None,Medium,Very Bad,0,15,13,17,No
School A,Male,14,Suburban,,Together,None,Higher,Unemployed,Technology,Course,Mother,54,2,1,Yes,No,No,Yes,Yes,No,Yes,No,Bad,2,5,Very High,Medium,Good,1,18,11,19,No
School C,Other,18,Suburban,6,Apart,Secondary,None,Healthcare,Education,Course,Father,30,2,0,No,No,No,Yes,Yes,No,Yes,Yes,Good,1,,None,Low,Very Bad,0,12,6,18,No
School C,Other,17,Suburban,5,Apart,Primary,Secondary,Service,Service,Other,Other,4,1,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Neutral,4,2,Very High,High,Neutral,1,13,18,17,Yes
School A,Female,17,Rural,1,Together,None,Higher,Unemployed,Technology,Other,Mother,9,1,1,No,No,Yes,No,No,Yes,Yes,No,Good,3,2,High,Low,Good,5,18,16,16,No
School D,Other,16,Urban,3,Together,None,None,Healthcare,Business,Reputation,Father,32,5,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Bad,2,3,Low,High,Bad,2,8,16,18,Yes
School B,Female,18,Urban,3,Together,Primary,Primary,Unemployed,Education,Course,Other,15,2,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very Bad,1,1,Low,High,Neutral,0,17,18,9,No
School A,Other,13,Rural,3,Together,None,Secondary,Technology,Technology,Home,Mother,7,3,2,No,Yes,Yes,No,Yes,No,No,Yes,Very Bad,4,3,Low,Medium,Very Bad,1,12,11,12,No
School D,Male,15,Suburban,6,Apart,Secondary,None,Technology,Education,Home,Mother,,1,0,No,No,No,No,No,No,No,Yes,Neutral,5,,Very High,High,Bad,2,16,16,17,No
School D,Female,13,Rural,,Together,Higher,None,Business,Healthcare,Home,Father,9,1,0,No,No,Yes,No,No,No,No,Yes,Excellent,4,1,Very High,Medium,Very Bad,0,16,16,16,No
School A,Other,16,Suburban,,Together,None,None,Unemployed,Business,Other,Other,42,6,0,Yes,No,Yes,No,No,Yes,No,Yes,Excellent,5,2,None,Medium,Very Bad,0,12,7,11,No
School B,Male,14,Urban,8,Apart,Higher,Secondary,Business,Service,Reputation,Other,35,2,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Bad,4,,None,High,Excellent,0,10,,17,No
School D,Other,11,Suburban,4,Apart,Higher,Secondary,Technology,Healthcare,Other,Father,8,2,0,No,No,Yes,Yes,Yes,No,No,No,Excellent,4,4,None,Low,Very Bad,0,9,14,13,No
School A,Male,17,Urban,7,Apart,Primary,Higher,Technology,Business,Other,Father,64,,0,No,No,No,Yes,No,No,Yes,No,Very Bad,1,2,High,Very High,Excellent,3,12,14,16,No
School A,Other,16,Urban,5,Apart,Higher,None,Technology,Service,Home,Other,25,3,0,No,Yes,Yes,No,No,No,Yes,No,Excellent,1,3,Medium,None,Very Bad,0,13,12,14,No
School A,Female,13,Urban,3,Together,None,None,Education,Unemployed,Other,Other,10,1,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Good,5,4,Very High,None,Excellent,8,13,18,18,No
School D,Male,13,Urban,4,Apart,Primary,Secondary,Technology,Service,Reputation,Other,8,1,0,Yes,No,Yes,Yes,No,No,No,Yes,Very Bad,5,4,High,High,Excellent,0,13,17,15,No
School B,Other,16,Urban,3,Together,Secondary,Primary,Technology,Healthcare,Home,Other,69,3,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Good,2,3,Low,Medium,Excellent,4,17,2,16,Yes
School B,Female,18,Suburban,7,Together,Higher,None,Business,Education,Course,Other,56,5,0,No,Yes,No,Yes,Yes,No,No,Yes,Very Bad,2,2,Medium,Medium,Bad,0,8,15,9,No
School B,Other,14,Urban,8,Together,Primary,Higher,Education,Healthcare,Home,Father,1,2,0,No,No,No,No,Yes,No,No,No,Neutral,1,1,None,High,Good,9,14,13,14,No
School B,Male,14,Urban,6,Together,Secondary,Primary,Unemployed,Business,Course,Father,15,15,0,Yes,No,No,Yes,Yes,Yes,No,Yes,Very Bad,1,2,High,None,Bad,6,12,12,13,No
School B,Male,15,Suburban,3,Apart,Higher,Higher,Business,Education,Home,Other,,1,0,No,Yes,Yes,Yes,No,No,No,Yes,Neutral,4,2,Medium,None,Excellent,3,12,13,17,No
School D,Male,17,Urban,5,Together,None,None,Unemployed,Technology,Home,Father,5,2,1,No,No,No,Yes,No,No,Yes,No,Bad,2,5,Low,Very High,Excellent,0,17,11,6,No
School A,Male,,Rural,1,Apart,Primary,Secondary,Business,Unemployed,Course,Mother,12,5,0,No,No,No,Yes,Yes,No,Yes,No,Good,4,5,Medium,None,Good,0,11,15,11,No
School D,Female,15,Suburban,6,Together,Secondary,Primary,Healthcare,Education,Home,Other,5,2,0,No,No,No,Yes,Yes,Yes,No,No,Excellent,2,3,Medium,None,Very Bad,0,18,17,16,No
School C,Other,12,Urban,4,Apart,None,Primary,Service,Service,Other,Mother,0,4,0,Yes,Yes,No,Yes,No,No,No,Yes,Excellent,1,3,None,High,Excellent,5,18,18,15,No
School A,Other,18,Suburban,1,Together,None,Secondary,Healthcare,Technology,Course,Mother,12,9,0,Yes,No,No,No,No,No,Yes,No,Neutral,4,3,Low,Low,Very Bad,5,10,15,16,No
School A,Female,16,Urban,7,Together,None,None,Technology,Technology,Other,Other,3,4,0,No,No,Yes,Yes,Yes,No,No,No,Good,2,5,Very High,Very High,Very Bad,2,18,13,19,No
School D,Female,18,Urban,6,Apart,Primary,Secondary,Unemployed,Unemployed,Course,Mother,0,5,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Neutral,1,2,Medium,Very High,Very Bad,6,,10,9,No
School C,Other,16,Suburban,,Together,None,Primary,Technology,Education,Home,Mother,23,11,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Neutral,1,5,None,None,Neutral,2,9,10,13,No
School D,Other,19,Rural,5,Apart,Higher,Higher,Education,Healthcare,Home,Other,65,9,0,Yes,Yes,No,No,No,No,Yes,No,Neutral,3,1,Low,Very High,Very Bad,3,17,17,11,Yes
School C,Other,15,Urban,5,Apart,Higher,Higher,Healthcare,Healthcare,Course,Other,14,6,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Neutral,4,3,Medium,None,Bad,0,12,16,12,No
School B,Female,15,Urban,7,Together,Primary,Secondary,Service,Education,Reputation,Other,44,1,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Very Bad,3,2,Very High,Medium,Neutral,5,16,19,19,No
School C,Male,,Suburban,4,Apart,Primary,None,Education,Healthcare,Course,Father,8,3,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Neutral,3,2,High,High,Bad,2,,16,17,No
School C,Female,14,Rural,7,Apart,Secondary,None,Healthcare,Business,Home,Mother,3,2,0,No,No,No,Yes,Yes,No,Yes,No,Excellent,,1,None,High,Bad,0,7,15,15,No
School A,Female,14,Rural,3,Apart,Primary,Secondary,Business,Technology,Other,Other,90,3,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Neutral,5,5,High,None,Excellent,0,14,15,16,No
School B,Female,16,Rural,6,Apart,Higher,None,Education,Service,Course,Other,23,1,0,Yes,No,Yes,Yes,No,No,No,No,Bad,5,2,Very High,High,Good,3,,8,14,No
School A,Male,14,Urban,8,Apart,Higher,Secondary,Service,Unemployed,Other,Mother,8,1,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Good,1,4,Low,Very High,Bad,1,18,13,13,No
School D,Male,18,Urban,3,Apart,Primary,Primary,Education,Business,Course,Father,23,,0,Yes,No,Yes,No,Yes,No,No,Yes,Excellent,1,2,Low,Low,Good,0,5,11,16,No
School B,Other,16,Suburban,1,Together,None,Secondary,Unemployed,Healthcare,Home,Other,59,2,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Very Bad,1,4,Medium,High,Good,0,16,15,11,No
School A,Male,19,Suburban,1,Together,Higher,Primary,Business,Technology,Course,Other,3,8,0,No,No,No,No,No,No,Yes,No,Good,2,4,Very High,Medium,Very Bad,0,7,15,18,No
School C,Other,17,Rural,3,Apart,Secondary,None,Unemployed,Business,Home,Mother,1,4,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Bad,4,1,Low,Very High,Excellent,17,14,16,12,No
School A,Male,12,Urban,2,Together,None,Higher,Healthcare,Service,Home,Other,17,3,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Excellent,5,1,Medium,Very High,Good,4,18,13,13,No
School A,Male,12,Suburban,1,Apart,Secondary,Primary,Technology,Unemployed,Other,Other,0,2,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Excellent,1,5,Very High,None,Good,0,9,15,16,No
School D,Male,15,Rural,3,Apart,Secondary,Primary,Unemployed,Service,Course,Mother,8,3,0,No,Yes,Yes,Yes,No,No,Yes,No,Bad,3,3,None,Very High,Excellent,1,17,14,8,No
School A,Other,17,Urban,2,Apart,Higher,Higher,Technology,Unemployed,Course,Other,23,4,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Bad,3,3,High,High,Excellent,1,12,17,10,No
School A,Female,14,Rural,7,Together,Secondary,Higher,Healthcare,Education,Reputation,Mother,15,0,0,Yes,No,Yes,No,Yes,No,Yes,No,Neutral,5,2,High,High,Neutral,0,14,18,16,No
School D,Male,14,Urban,2,Together,None,Secondary,Healthcare,Healthcare,Course,Other,0,0,0,No,Yes,No,No,Yes,No,No,Yes,Bad,1,1,High,Very High,Very Bad,0,8,6,7,Yes
School B,Male,15,Rural,8,Together,Higher,Secondary,Service,Business,Home,Other,5,5,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Neutral,4,1,Low,Medium,Very Bad,4,18,,15,No
School A,Female,16,Rural,4,Together,Primary,Higher,Technology,Unemployed,Reputation,Father,18,5,0,No,No,No,No,Yes,Yes,No,Yes,Excellent,1,5,High,Low,Neutral,0,13,9,14,No
School A,Other,15,Urban,3,Apart,None,Secondary,Technology,Healthcare,Reputation,Mother,11,6,0,Yes,Yes,No,No,Yes,No,No,No,Good,5,3,Very High,Very High,Good,2,16,15,16,No
School C,Female,16,Suburban,7,Together,Higher,Higher,Education,Business,Course,Mother,10,1,0,Yes,No,No,No,Yes,No,Yes,No,Neutral,5,2,Low,Very High,Very Bad,2,18,17,16,No
School C,Female,14,Suburban,1,Apart,Primary,Higher,Service,Service,Home,Other,10,6,0,No,No,No,Yes,No,Yes,No,Yes,Very Bad,3,2,None,Very High,Neutral,2,15,,18,No
School D,Other,14,Rural,5,Together,Primary,None,Business,Unemployed,Course,Father,7,1,0,Yes,No,No,Yes,Yes,Yes,No,Yes,Good,1,5,Very High,Medium,Very Bad,1,16,15,14,No
School B,Female,15,Rural,2,Apart,Higher,Primary,Service,Healthcare,Home,Other,7,3,0,Yes,No,Yes,Yes,No,No,Yes,No,Bad,2,4,Medium,Low,Very Bad,4,13,17,14,No
School D,Female,16,Urban,4,Apart,None,Primary,Business,Healthcare,Home,Other,8,1,0,Yes,Yes,Yes,No,No,No,No,No,Very Bad,4,4,None,None,Bad,3,14,9,13,No
School A,Female,16,Urban,5,Apart,Primary,Secondary,Education,Business,Home,Father,0,1,0,No,No,Yes,No,Yes,No,Yes,Yes,Excellent,2,1,High,Low,Neutral,3,11,17,11,No
School A,Other,13,Rural,3,Apart,Primary,None,Healthcare,Unemployed,Home,Mother,15,0,0,No,Yes,No,Yes,No,Yes,Yes,No,Good,1,4,Very High,High,Neutral,9,16,17,9,No
School A,Other,17,Rural,3,Together,Higher,None,Service,Education,Other,Mother,17,1,1,No,Yes,No,No,Yes,Yes,No,No,Bad,5,3,High,Medium,Very Bad,3,15,17,14,No
School D,Male,16,Urban,1,Apart,Higher,Secondary,Unemployed,Unemployed,Course,Mother,4,5,0,No,No,No,No,Yes,Yes,Yes,No,Very Bad,1,2,None,None,Bad,4,10,18,15,No
School C,Other,,Rural,1,Together,None,None,Business,Service,Course,Other,30,2,0,No,Yes,No,No,No,Yes,Yes,No,Bad,1,5,High,None,Neutral,0,15,14,13,No
School D,Female,15,Rural,1,Together,Primary,Primary,Healthcare,Service,Reputation,Mother,33,2,0,No,No,No,Yes,No,No,Yes,Yes,Excellent,4,2,Medium,Very High,Bad,2,17,6,17,Yes
School B,Female,13,Rural,,Apart,Secondary,Secondary,Service,Service,Home,Father,8,3,0,No,Yes,Yes,No,No,Yes,Yes,No,Neutral,4,1,Very High,Medium,Neutral,2,9,19,17,No
School A,Male,14,Rural,5,Apart,None,Primary,Technology,Healthcare,Reputation,Father,20,7,0,Yes,Yes,No,Yes,No,No,No,Yes,Excellent,1,5,Medium,Low,Neutral,4,14,16,17,No
School D,Other,18,Suburban,7,Apart,None,Secondary,Education,Education,Course,Other,19,2,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Neutral,,2,Low,Medium,Very Bad,4,16,16,12,No
School B,Other,15,Urban,3,Apart,None,Secondary,Business,Service,Home,Mother,43,2,0,Yes,No,No,No,Yes,No,No,No,Good,1,5,Low,None,Good,0,12,14,17,No
School D,Other,16,Rural,4,Apart,Higher,None,Unemployed,Service,Reputation,Mother,3,9,0,No,Yes,Yes,Yes,No,Yes,No,No,Good,1,4,Low,Low,Neutral,0,15,15,18,No
School C,Female,15,Suburban,2,Together,Higher,Primary,Unemployed,Unemployed,Home,Mother,26,1,0,No,Yes,Yes,No,Yes,No,No,Yes,Good,3,1,Low,Very High,Good,1,16,14,16,No
School D,Male,17,Rural,7,Together,Higher,Higher,Healthcare,Education,Course,Father,19,3,1,Yes,Yes,No,No,No,No,Yes,No,Neutral,4,,Very High,High,Good,4,18,13,19,No
School C,Other,15,Rural,5,Apart,Higher,Higher,Healthcare,Business,Course,Other,4,1,0,Yes,No,No,No,No,No,No,Yes,Excellent,4,4,None,High,Neutral,0,15,19,13,No
School C,Male,15,Rural,5,Apart,Primary,None,Business,Education,Other,Father,38,2,0,Yes,Yes,Yes,No,No,No,No,No,Bad,1,1,Very High,High,Good,1,17,6,18,No
School D,Male,16,Urban,8,Together,Primary,Higher,Education,Service,Home,Mother,2,2,1,No,No,No,No,Yes,Yes,Yes,No,Excellent,5,1,None,Low,Good,1,14,15,11,No
School B,Female,15,Rural,7,Apart,Higher,Primary,Technology,Unemployed,Home,Father,6,7,0,Yes,No,No,Yes,Yes,Yes,Yes,No,Very Bad,3,4,None,Medium,Excellent,2,10,18,13,No
School A,Female,17,Suburban,5,Apart,None,Higher,Service,Healthcare,Other,Other,0,6,0,Yes,No,No,Yes,No,No,No,No,Neutral,2,1,High,Medium,Bad,3,19,17,11,No
School D,Male,16,Suburban,7,Together,Higher,Higher,Service,Business,Reputation,Other,0,3,0,Yes,No,No,Yes,No,No,Yes,No,Neutral,3,2,None,Low,Excellent,2,6,17,12,No
School D,Male,17,Urban,1,Apart,Secondary,Primary,Service,Unemployed,Reputation,Mother,2,2,0,Yes,No,Yes,Yes,No,No,No,Yes,Neutral,4,3,Very High,Medium,Excellent,0,17,19,9,No
School D,Female,12,Rural,3,Together,Higher,Secondary,Business,Unemployed,Other,Mother,6,2,0,No,Yes,No,No,Yes,No,No,No,Good,5,3,None,Low,Very Bad,3,15,11,15,No
School C,Female,16,Rural,6,Together,Higher,Secondary,Service,Business,Other,Other,26,5,2,Yes,Yes,No,Yes,Yes,No,No,No,Very Bad,1,2,Medium,Very High,Very Bad,5,12,13,16,No
School D,Male,,Suburban,1,Together,None,None,Education,Healthcare,Reputation,Other,4,,0,Yes,No,No,Yes,No,Yes,Yes,No,Very Bad,1,1,None,Medium,Neutral,1,16,13,16,No
School A,Other,14,Suburban,6,Together,Higher,Higher,Business,Technology,Other,Father,16,6,0,No,Yes,Yes,Yes,No,No,No,No,Good,4,1,High,Medium,Neutral,6,17,15,13,No
School B,Other,14,Suburban,5,Together,Secondary,Secondary,Healthcare,Service,Other,Mother,9,3,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Neutral,5,3,Low,None,Very Bad,5,14,17,11,No
School A,Female,17,Rural,7,Apart,Higher,Higher,Service,Technology,Home,Father,12,9,0,No,Yes,No,No,Yes,No,Yes,Yes,Bad,1,5,Low,Medium,Good,2,12,15,18,No
School A,Male,14,Urban,7,Together,Higher,Higher,Business,Technology,Course,Father,12,2,0,Yes,Yes,No,Yes,No,No,No,No,Very Bad,4,4,Very High,High,Good,15,13,14,15,No
School C,Other,14,Suburban,7,Together,Secondary,None,Business,Unemployed,Other,Mother,13,5,0,No,No,Yes,No,No,Yes,No,Yes,Bad,4,2,Very High,Medium,Good,1,17,17,16,No
School B,Female,14,Rural,5,Apart,Primary,Primary,Business,Unemployed,Course,Father,0,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bad,3,,Low,Very High,Excellent,0,13,15,14,No
School B,Female,12,Urban,3,Apart,Primary,Primary,Education,Healthcare,Reputation,Other,3,,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Bad,4,3,Very High,None,Excellent,0,,12,10,No
School A,Male,16,Rural,5,Together,None,Higher,Unemployed,Education,Course,Mother,27,4,0,Yes,Yes,No,Yes,No,No,No,Yes,Good,2,2,Low,Medium,Very Bad,1,15,14,15,No
School A,Female,15,Rural,7,Apart,Primary,Primary,Technology,Education,Reputation,Other,8,2,0,No,Yes,Yes,Yes,No,No,Yes,No,Good,5,2,High,None,Excellent,2,16,16,13,No
School C,Female,14,Rural,4,Apart,Higher,Higher,Technology,Education,Home,Mother,96,0,0,No,No,No,No,Yes,No,Yes,Yes,Neutral,4,,Low,High,Very Bad,1,13,19,12,No
School B,Female,14,Suburban,1,Together,Secondary,Primary,Service,Healthcare,Reputation,Father,4,0,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Excellent,3,4,Very High,High,Bad,2,13,13,13,No
School D,Female,17,Rural,8,Together,Primary,None,Education,Education,Home,Mother,4,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Good,5,,Medium,Medium,Good,1,18,13,14,No
School A,Other,13,Suburban,5,Together,Higher,Primary,Service,Unemployed,Reputation,Father,3,3,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Good,1,4,Very High,Low,Good,0,14,12,11,No
School D,Other,17,Rural,4,Together,Higher,Primary,Unemployed,Technology,Course,Mother,,1,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Excellent,3,,High,Very High,Neutral,1,10,15,16,No
School D,Other,14,Rural,3,Together,Higher,None,Healthcare,Service,Reputation,Other,19,2,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Neutral,5,1,High,Low,Bad,0,7,6,11,No
School D,Male,13,Rural,4,Together,Higher,Primary,Business,Healthcare,Home,Mother,1,3,0,No,No,No,No,No,No,No,No,Very Bad,4,2,Medium,Low,Excellent,0,10,15,9,No
School C,Other,,Rural,7,Together,Higher,Primary,Healthcare,Business,Other,Father,7,4,0,Yes,No,Yes,Yes,No,No,No,No,Excellent,1,5,High,Very High,Bad,2,17,13,8,No
School C,Male,12,Suburban,5,Apart,Primary,Higher,Healthcare,Business,Reputation,Father,4,3,0,No,No,Yes,Yes,No,No,No,Yes,Excellent,1,4,Low,None,Very Bad,3,13,16,17,No
School C,Other,17,Urban,1,Together,Higher,Secondary,Service,Healthcare,Other,Other,29,4,0,No,Yes,Yes,No,No,No,No,No,Bad,3,5,Low,None,Good,4,17,16,8,No
School A,Male,13,Urban,2,Apart,Primary,None,Unemployed,Technology,Reputation,Other,6,5,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Neutral,5,1,Medium,High,Bad,0,17,,17,No
School A,Male,14,Urban,4,Apart,None,Primary,Unemployed,Education,Course,Other,11,1,0,No,Yes,Yes,No,Yes,Yes,Yes,No,Very Bad,3,3,Low,Very High,Good,2,,15,15,No
School B,Other,17,Urban,8,Apart,Secondary,Higher,Healthcare,Technology,Other,Father,5,5,0,No,Yes,Yes,No,No,No,No,Yes,Good,2,4,None,Medium,Excellent,6,6,,14,No
School B,Other,20,Urban,5,Together,Higher,Secondary,Business,Service,Other,Mother,,1,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Good,3,2,Medium,Medium,Very Bad,2,14,19,17,No
School C,Male,17,Rural,8,Together,Secondary,Primary,Healthcare,Healthcare,Home,Mother,2,2,0,Yes,Yes,No,Yes,Yes,No,No,No,Excellent,5,4,Low,Very High,Good,2,12,18,18,No
School B,Male,15,Rural,8,Apart,Secondary,Primary,Education,Technology,Home,Father,8,3,0,Yes,Yes,Yes,No,No,No,No,Yes,Neutral,4,5,None,Low,Good,2,17,10,9,No
School D,Male,16,Suburban,5,Apart,Higher,None,Technology,Education,Other,Father,15,1,1,Yes,Yes,No,No,No,No,No,No,Very Bad,2,3,High,High,Neutral,1,11,16,14,No
School D,Male,16,Rural,2,Together,Higher,Primary,Healthcare,Business,Home,Mother,9,1,0,No,No,Yes,No,No,No,No,Yes,Good,,3,Very High,High,Neutral,1,12,15,18,No
School B,Female,15,Urban,4,Together,Primary,Secondary,Education,Technology,Course,Mother,10,3,0,No,No,No,No,Yes,Yes,No,Yes,Excellent,1,2,Low,Medium,Neutral,2,,14,9,No
School C,Other,16,Rural,5,Apart,Secondary,Secondary,Business,Unemployed,Reputation,Mother,0,3,0,No,Yes,No,Yes,No,No,Yes,No,Very Bad,1,2,None,High,Neutral,3,16,14,13,No
School B,Male,18,Urban,8,Apart,Higher,Primary,Service,Unemployed,Reputation,Mother,1,3,0,No,Yes,No,No,No,No,Yes,Yes,Neutral,4,4,None,None,Bad,1,17,6,11,No
School B,Male,18,Rural,2,Apart,Higher,Primary,Education,Healthcare,Reputation,Father,18,4,0,Yes,Yes,No,No,Yes,Yes,No,No,Good,5,3,Very High,Medium,Neutral,6,14,13,18,No
School C,Male,14,Suburban,1,Apart,Higher,Higher,Technology,Unemployed,Home,Mother,29,3,0,No,No,No,No,No,No,No,Yes,Good,5,2,High,None,Neutral,3,18,11,13,No
School D,Male,15,Rural,7,Apart,Higher,Higher,Business,Healthcare,Other,Other,0,10,0,No,Yes,No,No,No,No,No,Yes,Bad,2,,High,High,Excellent,1,14,17,18,No
School D,Other,14,Suburban,3,Apart,Higher,None,Unemployed,Healthcare,Other,Father,12,9,0,Yes,No,No,Yes,No,No,Yes,Yes,Very Bad,4,1,None,High,Neutral,3,11,15,13,No
School C,Male,17,Suburban,3,Together,None,None,Business,Technology,Home,Father,8,1,0,No,Yes,Yes,No,No,Yes,No,No,Neutral,,4,High,Very High,Excellent,0,6,12,11,No
School C,Male,18,Rural,3,Together,Secondary,None,Healthcare,Technology,Reputation,Other,31,10,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Very Bad,1,3,Low,Medium,Good,1,14,16,,No
School C,Female,14,Urban,2,Apart,Higher,None,Healthcare,Education,Course,Other,121,2,0,Yes,No,No,No,Yes,No,No,Yes,Neutral,5,4,Very High,Medium,Bad,0,17,9,16,No
School B,Other,16,Urban,8,Apart,Secondary,Higher,Unemployed,Education,Course,Mother,11,3,0,No,No,No,Yes,Yes,No,Yes,No,Neutral,5,2,High,Medium,Bad,4,11,8,13,No
School A,Female,16,Rural,5,Apart,None,Primary,Service,Technology,Home,Father,34,2,0,No,No,Yes,No,No,No,No,No,Good,4,1,Very High,Medium,Very Bad,1,17,,15,No
School C,Other,15,Suburban,8,Apart,Secondary,Primary,Education,Unemployed,Course,Mother,0,4,0,Yes,Yes,No,No,No,No,Yes,Yes,Good,5,,Low,Low,Excellent,0,16,,16,No
School C,Male,15,Rural,5,Together,Higher,Higher,Technology,Business,Course,Father,12,15,0,No,No,No,Yes,Yes,No,Yes,No,Good,1,1,None,None,Very Bad,2,17,13,17,No
School A,Male,17,Urban,1,Apart,Primary,Higher,Unemployed,Unemployed,Reputation,Other,13,2,0,No,Yes,Yes,Yes,Yes,No,No,No,Very Bad,4,1,Low,Very High,Excellent,2,15,16,13,No
School D,Other,17,Rural,3,Together,Secondary,Secondary,Technology,Education,Home,Other,24,5,0,No,No,No,No,Yes,Yes,No,No,Very Bad,5,4,Very High,Very High,Good,0,9,10,14,No
School B,Female,16,Rural,1,Apart,Primary,Primary,Unemployed,Education,Home,Father,36,3,0,No,No,Yes,Yes,Yes,No,No,No,Good,4,3,Low,Low,Bad,1,18,17,9,No
School A,Male,14,Suburban,1,Together,Higher,Higher,Healthcare,Healthcare,Course,Father,10,1,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Excellent,,3,High,Very High,Bad,1,11,12,7,No
School A,Other,15,Urban,7,Apart,Higher,Higher,Service,Service,Other,Father,16,0,0,No,No,No,Yes,Yes,Yes,No,No,Very Bad,5,3,Low,Very High,Good,0,14,10,13,No
School D,Male,13,Rural,3,Together,Primary,Secondary,Healthcare,Technology,Reputation,Mother,8,2,0,No,No,Yes,No,No,No,Yes,Yes,Very Bad,2,4,High,None,Bad,12,10,12,18,No
School B,Male,15,Urban,4,Apart,Higher,None,Education,Technology,Reputation,Mother,36,2,0,No,No,Yes,Yes,No,Yes,No,No,Good,5,4,High,Medium,Very Bad,16,17,15,11,No
School A,Other,16,Urban,3,Apart,Primary,Higher,Education,Unemployed,Reputation,Father,21,1,0,No,Yes,Yes,No,No,Yes,No,No,Good,3,3,None,Low,Excellent,2,16,14,12,No
School C,Female,14,Suburban,1,Apart,Higher,Higher,Healthcare,Healthcare,Home,Father,3,2,1,No,No,No,Yes,No,No,Yes,No,Neutral,3,2,Medium,Medium,Good,8,16,17,13,No
School D,Male,11,Urban,8,Together,Higher,Primary,Service,Education,Course,Father,3,7,1,No,No,Yes,Yes,No,Yes,No,No,Bad,4,3,Medium,Medium,Neutral,0,16,18,19,No
School D,Female,15,Rural,1,Together,Secondary,Secondary,Business,Service,Course,Father,1,3,0,No,No,No,No,No,Yes,No,No,Bad,4,1,None,High,Neutral,5,17,6,18,No
School D,Male,16,Suburban,3,Apart,Higher,Primary,Education,Business,Reputation,Father,20,2,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Excellent,5,1,Very High,Low,Bad,2,14,14,,No
School D,Female,15,Suburban,5,Apart,Higher,Primary,Technology,Technology,Reputation,Mother,2,3,0,Yes,No,No,Yes,No,No,No,Yes,Excellent,,2,Very High,High,Very Bad,2,16,15,10,No
School C,Female,17,Urban,7,Apart,None,Higher,Healthcare,Education,Home,Father,8,4,0,Yes,Yes,No,Yes,No,No,No,Yes,Bad,4,1,Low,Medium,Neutral,1,16,19,15,No
